bm_datastore_asList_10 bm_datastore_asSingleEntity bm_datastore_delete bm_datastore_get bm_datastore_put bm_memcache_delete bm_memcache_get bm_memcache_put
31 8 32 19 171 3 2 3 270
30 14 29 8 46 3 2 2 143
28 12 32 16 45 3 2 2 141
26 12 30 7 46 3 3 2 136
33 9 29 7 46 3 3 2 141
38 12 28 7 44 3 3 2 137
38 18 31 18 49 3 3 2 170
38 9 31 11 45 3 3 2 145
34 10 30 8 45 3 4 3 142
24 9 29 8 54 3 3 2 139
56 14 33 7 45 3 2 4 166
30 10 31 8 45 3 3 3 134
29 9 30 7 46 5 3 3 141
33 10 28 17 46 4 5 4 149
29 9 31 18 48 3 2 8 148
39 23 32 7 69 3 4 3 181
36 16 34 18 55 3 3 4 171
40 9 39 17 49 4 4 3 173
38 13 101 8 47 3 3 3 218
30 9 41 8 48 3 4 3 147
29 7 30 7 47 2 3 2 136
34 12 37 8 49 4 3 3 152
45 14 30 11 48 3 3 2 161
25 10 31 77 51 3 2 2 209
25 8 31 7 45 3 3 3 132
33 9 35 8 44 3 2 3 145
27 41 28 8 50 3 3 3 167
26 9 40 17 63 3 2 2 169
36 8 39 17 59 2 3 2 173
29 8 31 18 48 3 3 2 146
24 8 31 18 48 3 3 2 140
27 9 32 16 45 4 3 3 139
27 8 32 7 47 3 2 3 132
33 8 33 7 75 3 2 2 167
30 7 27 9 127 2 3 2 215
33 9 28 8 49 3 3 4 138
26 52 65 18 99 2 3 2 276
31 9 28 7 46 3 3 3 136
41 15 25 8 44 4 4 3 146
85 8 30 7 48 3 3 2 191
36 8 92 16 44 3 3 2 213
35 9 29 9 45 2 3 2 134
35 34 31 8 46 2 3 3 166
28 9 35 21 59 3 2 2 159
33 11 30 6 44 3 3 2 134
35 9 31 8 47 4 3 4 144
30 10 28 8 44 3 3 4 135
40 9 26 9 48 4 3 4 147
36 10 32 6 48 4 4 4 147
37 11 30 6 70 3 3 4 170
39 44 30 17 43 4 3 3 188
102 8 30 8 49 3 4 4 209
29 8 30 6 49 3 7 4 142
32 13 31 8 44 3 4 3 146
24 7 26 7 47 4 3 4 128
34 9 30 8 50 3 3 4 142
26 9 99 8 82 2 3 2 233
29 9 31 9 48 4 2 3 140
24 28 31 7 47 2 3 2 152
26 8 30 9 85 3 3 2 172
26 7 31 18 46 3 2 3 137
26 10 28 10 45 2 3 2 130
26 9 29 6 50 3 3 3 133
28 10 30 17 56 2 3 3 149
36 9 29 7 45 3 3 3 140
29 8 28 7 47 3 3 2 132
45 9 31 7 46 2 3 2 151
29 8 34 7 74 3 2 2 161
30 8 30 7 46 2 3 3 138
25 8 63 7 73 3 3 3 189
42 9 26 7 47 3 2 2 146
26 9 27 7 44 2 2 2 123
22 8 26 17 46 2 3 3 133
25 8 26 7 61 3 3 2 135
31 7 32 7 48 2 3 2 132
30 9 33 9 48 3 4 3 140
27 9 27 8 45 4 2 3 128
40 8 39 8 47 3 3 3 153
37 9 63 17 44 3 3 2 180
51 8 28 7 47 4 3 5 162
37 9 29 8 47 3 3 3 143
29 10 31 7 43 3 3 3 135
38 8 33 17 47 4 3 3 158
33 9 27 7 44 3 3 2 134
40 7 70 7 45 3 3 4 182
325 8 28 7 47 3 4 2 428
39 9 33 17 46 3 3 2 157
27 8 31 17 45 2 3 4 137
32 8 35 9 46 3 3 2 141
26 10 36 20 45 3 2 3 149
27 8 29 11 48 2 4 3 135
28 8 29 7 77 4 2 3 160
25 8 29 7 127 3 3 2 211
32 8 33 11 88 3 2 3 188
32 10 31 9 46 3 2 3 140
28 9 28 8 43 2 5 2 125
32 9 31 7 49 3 3 2 142
26 10 30 8 69 3 2 3 156
29 10 29 17 45 3 3 2 142
28 8 30 9 47 2 2 5 133
29 10 31 8 75 4 3 3 171
35 9 28 7 45 3 2 3 135
31 9 32 17 48 3 3 3 153
66 8 36 16 50 3 3 2 191
27 10 32 18 47 2 2 3 150
26 9 31 16 47 2 3 2 137
31 9 30 10 74 3 2 3 162
26 7 30 8 46 3 3 2 134
38 10 31 9 47 3 3 4 153
33 13 36 7 46 3 2 2 147
33 12 33 17 48 3 3 2 158
29 16 39 12 53 2 3 3 163
33 8 35 19 53 4 3 4 164
44 11 29 8 49 3 3 17 171
45 13 48 15 51 3 2 3 182
38 29 34 24 53 2 3 2 187
69 43 33 17 51 4 2 3 228
43 8 81 34 47 3 4 4 232
93 126 92 47 50 3 2 3 420
96 175 92 8 50 5 3 4 437
40 73 29 68 48 2 3 3 267
35 13 30 8 43 7 2 3 144
42 10 32 21 74 4 4 3 190
95 10 30 17 62 3 2 2 228
38 9 33 8 46 4 3 3 150
43 11 29 10 45 3 3 3 153
124 10 33 8 43 3 2 4 228
28 9 31 7 49 2 3 3 138
31 9 27 7 46 3 2 3 134
27 9 35 8 49 3 2 2 144
33 9 36 7 76 3 3 2 171
32 10 32 8 46 7 3 2 143
28 9 30 8 45 7 3 2 140
23 8 55 9 48 5 3 2 161
28 9 30 8 45 5 3 2 136
27 9 30 8 45 6 2 3 130
25 9 29 8 47 3 3 6 139
35 10 31 7 45 3 2 2 137
37 9 31 9 75 3 3 2 176
31 9 30 9 46 2 3 3 139
27 8 31 7 46 2 3 2 134
27 19 28 9 47 10 3 2 148
37 8 50 7 45 3 2 3 159
28 8 25 7 45 3 3 3 127
24 8 31 7 46 3 2 3 133
30 8 32 8 48 3 3 2 139
23 7 30 7 52 3 3 3 135
25 8 32 6 50 3 4 3 140
27 9 31 7 44 2 3 2 131
34 9 30 8 44 3 2 3 140
27 8 31 9 46 4 2 3 135
30 9 31 6 45 3 2 3 131
24 11 29 16 46 3 3 3 137
29 20 29 8 46 4 3 4 145
38 8 30 6 77 3 2 4 171
31 9 28 7 47 3 3 4 135
28 9 28 46 45 4 2 3 172
31 9 31 21 72 4 4 2 181
32 9 166 7 98 3 3 4 327
29 9 81 6 95 2 2 3 234
36 8 79 7 98 3 3 3 242
36 9 87 7 97 3 3 2 250
27 9 82 6 95 2 3 2 233
32 8 76 7 44 2 3 3 181
38 8 84 6 125 3 3 2 274
34 9 83 8 127 3 3 3 274
31 8 81 7 127 2 3 2 266
28 11 81 7 101 3 2 3 241
37 8 37 7 99 3 3 2 199
27 8 32 8 127 4 3 2 216
28 12 78 7 127 3 2 3 265
35 9 86 8 99 3 2 3 252
32 9 56 8 104 3 3 2 220
27 7 85 6 96 2 3 3 237
24 11 31 8 128 2 3 2 209
28 13 157 17 43 3 2 2 270
1340 9 85 10 98 3 2 3 1554
25 8 29 10 46 2 3 2 128
30 9 30 12 99 2 3 3 195
25 77 81 8 135 2 2 3 342
31 8 79 6 98 2 3 3 235
28 8 29 7 46 3 2 2 134
29 9 54 7 127 3 3 2 241
34 10 108 8 187 3 3 4 359
26 9 82 7 45 3 3 2 179
26 9 29 8 94 3 3 2 176
30 10 80 6 97 3 2 3 236
31 10 149 8 99 3 2 3 307
96 8 31 18 124 3 3 2 288
24 10 27 8 46 3 3 2 131
31 11 129 8 99 3 2 2 294
28 9 91 7 97 3 2 3 244
31 77 32 19 47 3 3 2 223
31 60 84 7 99 3 2 3 289
29 7 81 7 100 6 2 2 240
93 8 80 7 129 3 6 3 338
30 9 36 9 71 3 2 2 165
41 9 79 9 48 4 2 3 196
34 9 32 7 46 4 3 3 145
38 10 79 8 50 3 4 4 197
30 9 30 30 47 3 3 3 157
27 10 98 9 46 3 3 2 203
27 13 31 7 44 4 3 3 140
26 11 81 7 132 3 2 4 271
31 9 33 8 77 2 3 2 173
31 7 82 7 45 3 3 4 190
34 10 151 7 116 4 3 3 332
29 10 102 8 62 3 3 3 224
32 10 82 7 97 3 3 2 238
32 8 182 19 97 3 2 2 351
30 9 80 8 100 3 3 2 244
36 9 32 8 98 3 3 3 199
40 8 31 8 127 3 4 3 230
37 8 30 8 96 3 2 3 196
32 9 85 7 96 2 3 2 237
27 20 30 7 100 2 2 3 197
26 9 44 8 46 3 3 2 150
36 9 31 8 47 4 3 4 143
30 10 29 7 45 3 2 2 133
29 10 78 6 48 3 3 3 189
41 9 83 29 48 3 2 3 223
36 9 79 7 97 2 3 2 235
315 8 30 7 46 3 3 3 417
34 12 86 8 46 3 3 3 197
38 9 78 7 101 2 3 2 243
32 9 28 8 46 2 3 2 131
30 10 90 19 110 2 3 2 273
31 9 28 7 127 3 2 3 210
34 9 30 9 45 2 3 2 137
36 9 79 8 119 3 3 3 265
30 10 31 8 126 3 2 3 218
29 9 32 19 63 3 2 3 160
27 8 32 46 101 3 3 2 231
92 10 29 7 52 3 2 2 204
32 10 80 7 55 2 3 2 200
33 9 30 6 44 3 2 3 134
29 9 29 7 48 3 2 2 135
29 8 118 17 98 3 3 2 282
33 9 83 8 54 3 2 3 197
26 9 82 7 99 3 3 2 239
26 9 80 7 101 2 2 2 237
291 10 31 8 47 3 3 2 396
31 10 120 18 47 3 3 2 238
39 10 88 9 101 3 3 2 262
33 10 31 7 46 3 2 2 138
33 8 29 19 48 3 3 2 153
33 9 120 8 96 3 2 4 279
34 14 83 8 47 3 3 2 202
27 61 30 8 50 3 3 2 186
34 9 32 17 50 2 4 2 150
30 9 27 8 42 3 3 3 127
28 12 79 6 71 3 4 3 210
26 10 83 8 47 3 8 3 193
33 10 27 12 63 4 4 3 159
33 8 83 7 46 3 2 4 195
29 9 30 7 130 2 3 3 213
42 10 128 9 51 3 3 4 253
31 8 31 7 48 3 3 2 133
40 8 33 18 49 4 4 2 164
32 9 66 16 51 3 3 2 185
32 9 29 6 47 2 3 3 133
28 7 52 6 49 3 2 2 156
47 8 27 6 45 3 2 2 145
31 8 30 18 97 3 3 14 205
24 7 26 7 44 3 3 2 119
27 8 31 17 45 3 2 2 137
26 10 81 8 101 3 2 3 234
30 8 28 7 95 3 2 2 177
29 8 28 6 94 3 2 2 176
24 7 32 6 96 3 3 2 176
26 9 29 8 45 3 3 4 135
31 9 27 8 46 3 3 3 131
28 8 33 7 50 3 4 3 138
36 8 79 7 85 3 4 3 234
59 10 83 6 48 3 3 3 218
37 10 79 8 45 4 3 4 196
35 8 31 6 49 3 3 3 143
28 10 27 7 134 3 2 3 221
34 8 32 7 44 2 3 2 140
27 9 79 7 97 3 3 3 233
31 8 34 6 47 3 2 2 136
32 8 79 10 100 4 3 3 239
25 7 29 15 96 2 2 2 187
30 7 69 16 43 3 2 3 181
30 9 30 6 48 2 3 3 137
27 8 57 5 100 2 3 3 212
37 13 29 9 44 3 3 2 140
28 12 117 16 53 3 5 10 246
29 7 34 9 49 3 4 4 144
30 8 38 51 58 3 4 2 201
33 9 28 7 81 3 3 4 168
31 10 85 8 45 4 6 3 197
35 8 29 7 44 3 6 3 144
28 9 28 7 47 3 3 3 137
35 9 26 7 45 3 3 3 132
24 8 28 6 48 3 2 4 125
33 9 28 8 69 2 3 3 160
27 8 29 17 60 3 3 2 158
27 9 28 7 55 3 2 3 138
31 8 28 8 48 3 3 3 140
24 10 79 8 45 3 3 2 175
28 8 29 8 89 4 3 3 172
33 9 31 17 46 3 3 19 169
35 10 48 7 45 3 4 4 157
96 8 35 46 46 3 4 3 246
27 9 34 46 45 3 2 3 174
32 8 29 8 45 3 3 4 135
31 9 28 7 64 3 3 3 150
30 8 30 7 96 4 3 4 182
31 10 34 32 45 3 3 3 164
32 9 28 8 49 3 2 2 139
33 9 31 7 48 3 3 3 145
34 8 27 6 43 3 4 3 131
38 7 30 30 45 3 4 2 162
36 9 36 9 51 4 2 4 159
37 36 40 8 58 4 4 3 190
28 7 28 7 105 3 3 2 189
31 8 29 7 61 3 3 3 153
27 10 33 6 45 2 3 2 134
26 7 31 7 48 2 3 2 131
31 16 29 7 47 2 2 2 139
25 12 31 7 102 3 2 3 189
28 11 28 7 47 3 3 3 130
35 7 48 16 45 4 3 3 164
33 9 27 7 46 3 3 4 141
24 8 82 8 79 3 3 3 218
36 8 29 6 48 4 3 3 144
36 9 28 8 46 7 2 3 140
27 7 29 8 49 3 4 3 134
56 10 31 7 44 4 3 2 165
28 9 30 8 76 3 4 3 168
26 9 27 6 44 4 3 4 128
31 16 29 8 48 3 3 2 147
25 10 30 18 47 3 2 3 139
26 11 32 9 49 4 3 4 143
26 10 30 6 44 3 3 3 132
30 8 28 8 49 4 3 3 138
29 9 29 8 46 3 2 3 135
28 9 31 7 45 10 2 2 135
23 9 30 7 217 3 2 3 299
26 8 28 7 97 2 3 2 181
29 46 52 8 46 3 3 2 190
25 7 62 9 99 2 3 2 216
26 7 30 7 75 2 2 2 159
26 74 29 7 92 3 2 2 241
25 10 34 8 49 2 3 2 140
27 8 34 7 48 3 2 3 132
37 9 29 8 44 2 3 2 134
143 8 40 18 100 3 2 2 324
27 9 43 7 62 2 2 2 158
29 44 34 8 45 4 3 3 172
31 10 29 9 47 3 2 3 137
36 73 32 8 47 3 2 2 211
34 9 29 7 50 3 3 3 145
34 7 31 6 50 2 3 3 138
30 8 29 6 45 3 3 4 135
31 9 29 18 53 3 3 2 154
35 9 30 6 77 3 4 3 176
34 8 30 53 47 3 4 2 188
38 9 29 8 48 3 2 3 142
31 9 33 17 48 3 3 4 152
34 74 30 8 48 3 3 3 206
34 10 33 9 51 4 4 3 154
31 9 31 9 46 3 2 4 141
31 8 32 8 47 4 3 3 144
36 9 33 18 100 3 8 3 210
31 8 33 21 46 3 4 3 151
29 11 32 7 49 3 3 2 137
26 8 29 8 48 2 2 3 131
26 10 42 16 46 2 3 2 156
25 9 29 6 44 4 3 2 131
27 9 29 61 48 3 3 4 186
27 9 28 7 48 3 3 6 134
28 9 30 6 48 3 2 4 134
26 9 43 7 45 2 3 2 137
29 9 32 7 44 3 2 4 139
35 9 32 8 94 5 3 2 193
27 9 33 17 48 3 3 3 152
29 9 31 8 47 2 3 2 138
32 9 27 7 47 3 3 4 135
28 9 68 7 53 3 3 2 177
25 10 40 7 57 2 3 2 154
29 8 33 17 48 3 3 3 151
33 7 34 8 44 2 2 2 138
31 8 31 8 46 3 2 3 135
32 9 34 7 102 3 3 3 202
34 66 34 17 49 3 2 4 214
32 8 28 10 73 4 3 4 163
32 10 81 7 47 3 3 4 188
32 10 35 7 97 3 3 4 198
35 10 29 9 50 3 4 3 148
39 9 28 7 46 3 2 3 137
94 8 30 7 46 4 2 3 196
33 9 30 7 46 2 2 3 141
74 9 28 17 110 3 2 4 248
33 9 45 8 47 2 3 2 152
39 8 26 10 47 3 3 2 138
28 8 29 7 49 3 3 2 132
24 10 80 7 96 3 3 2 225
30 9 29 7 50 3 3 4 139
32 8 82 12 48 3 3 3 198
29 9 36 7 46 3 3 2 136
30 9 31 6 47 2 3 2 130
24 9 30 7 57 3 3 3 137
28 9 33 6 48 3 3 2 134
28 8 88 8 45 3 3 2 191
69 9 28 8 47 3 2 2 172
33 9 27 8 48 3 2 2 140
29 8 31 7 47 3 3 3 137
29 10 29 81 47 6 2 3 213
31 10 33 10 44 6 3 3 146
29 8 28 6 43 3 5 3 131
26 9 82 7 47 3 3 6 190
31 10 33 8 52 2 3 6 152
31 9 28 8 45 3 5 2 136
30 8 30 7 46 5 3 3 133
33 12 33 15 50 4 3 3 157
29 10 42 7 76 2 3 2 174
29 9 33 18 46 4 3 3 151
37 8 33 8 53 3 2 2 153
29 10 30 7 93 4 3 4 188
31 9 29 8 48 4 3 3 139
26 11 29 8 55 4 4 3 149
23 9 36 8 50 4 2 4 139
35 9 29 9 49 4 4 4 143
30 10 33 7 46 2 3 3 140
26 9 35 17 46 4 3 4 153
28 14 29 9 46 3 2 3 139
35 9 33 19 50 3 3 4 158
41 9 30 8 46 3 3 3 151
28 9 33 17 58 2 3 2 159
32 9 30 8 47 3 3 3 139
34 9 40 8 48 3 3 3 155
36 10 83 10 48 3 3 2 203
40 9 29 8 45 3 3 3 146
30 10 30 7 47 3 3 3 142
37 10 33 9 47 3 3 2 146
33 10 30 7 46 3 3 3 142
26 10 30 7 43 2 3 3 129
29 9 33 9 49 2 3 4 140
30 10 30 66 49 3 3 3 196
29 8 33 17 62 3 2 2 160
26 10 35 6 48 3 3 3 143
25 9 34 23 47 3 3 2 155
31 10 34 8 44 3 2 2 135
113 8 31 6 49 3 2 2 214
26 8 29 7 49 3 2 2 128
30 9 36 9 48 3 3 3 148
28 9 34 8 80 3 2 3 174
29 53 33 57 46 2 3 2 232
65 9 41 7 49 8 3 3 193
23 7 29 7 46 3 2 4 122
29 8 30 16 50 2 3 2 142
30 9 30 7 45 4 3 3 136
28 10 80 9 46 3 2 3 184
69 9 29 7 47 3 3 2 169
26 8 28 8 48 3 3 3 136
27 10 29 8 49 4 4 4 138
42 59 33 9 47 4 3 3 204
36 8 29 7 46 2 2 4 141
33 10 30 9 139 2 2 3 231
40 10 32 9 46 4 2 3 150
27 10 35 7 46 3 3 2 140
38 9 33 7 48 2 2 3 150
35 8 29 7 45 4 2 3 137
31 59 27 7 47 3 3 3 180
38 9 30 8 46 3 3 3 146
30 8 29 7 44 3 3 2 135
41 9 29 8 49 3 4 10 159
25 8 28 6 46 3 2 2 122
27 8 27 7 46 3 3 3 130
27 9 31 55 45 2 3 2 177
201 9 28 8 47 3 3 2 307
26 8 27 7 46 2 4 2 122
28 9 30 10 47 2 3 2 138
65 10 29 11 46 2 2 2 171
31 8 32 16 43 2 3 2 139
27 10 74 11 47 3 3 2 177
27 8 27 18 45 2 3 2 134
30 9 30 6 45 2 2 3 130
29 9 28 11 45 3 3 2 139
31 9 31 6 48 3 4 3 139
28 9 28 8 43 2 3 3 125
32 10 92 9 46 6 3 3 205
25 8 29 41 55 2 2 5 173
38 8 67 16 46 3 5 2 188
28 8 30 16 47 3 2 6 140
44 10 31 7 46 3 6 3 157
28 17 36 7 45 3 2 2 143
23 11 29 23 45 3 2 2 140
24 16 77 16 101 3 2 3 248
33 10 26 6 45 3 3 3 135
26 15 60 8 46 4 2 2 167
29 10 89 9 48 3 3 3 198
26 9 29 7 49 4 4 2 134
38 10 31 20 55 4 3 4 174
33 8 80 7 64 3 3 3 201
39 10 33 8 43 3 3 3 144
29 9 30 7 46 3 3 3 133
36 9 35 6 43 2 2 3 142
35 8 31 15 47 3 2 2 148
29 8 79 6 45 3 2 2 183
34 13 34 7 45 3 3 2 147
29 8 31 7 88 2 3 2 173
32 9 32 7 56 2 2 3 147
29 9 27 7 46 2 2 2 129
29 9 33 8 50 2 2 2 144
29 8 63 66 49 2 3 2 222
30 15 31 6 47 3 2 3 143
28 9 34 8 49 3 2 3 138
36 8 31 8 56 4 3 22 173
36 10 34 9 49 3 3 3 151
31 12 27 7 46 3 3 3 135
30 9 28 10 52 3 3 3 140
28 8 31 11 46 2 2 2 136
26 9 28 7 48 2 3 3 127
35 10 27 9 48 3 3 2 146
26 9 34 7 51 3 2 3 143
37 9 29 10 74 3 3 3 177
22 10 32 7 183 4 2 3 267
34 9 31 7 48 3 4 3 144
27 9 30 7 48 3 3 2 129
25 8 28 7 46 5 3 2 125
34 10 32 18 47 2 2 7 156
30 9 32 6 47 3 3 2 136
40 9 31 16 46 4 2 5 154
43 9 30 18 46 3 3 3 164
30 10 54 7 65 3 3 3 182
93 9 29 7 46 3 2 3 195
22 7 29 7 48 2 3 3 122
33 8 31 17 75 2 2 2 174
34 10 30 9 48 3 2 3 142
24 9 29 7 52 3 2 3 135
27 61 25 8 44 3 2 2 178
33 9 44 8 47 3 3 3 150
27 7 31 7 127 2 3 2 209
27 8 32 32 46 2 3 2 155
27 9 82 6 43 3 2 3 176
28 8 29 6 46 3 3 2 131
29 8 33 8 47 2 2 3 138
24 9 29 8 77 3 3 4 165
29 9 30 8 62 3 3 3 151
27 9 26 21 49 3 3 2 148
29 8 34 7 86 4 3 4 179
26 8 28 14 66 3 3 3 154
32 9 29 9 45 3 2 2 140
27 8 29 7 52 3 2 3 136
35 9 29 7 46 4 3 3 137
33 10 27 7 46 3 2 3 132
32 8 30 6 51 4 3 3 138
31 9 30 7 45 3 2 2 132
40 8 28 7 49 3 3 3 146
27 9 34 11 73 2 2 3 164
37 8 29 8 48 3 4 4 143
25 9 28 8 81 3 3 3 167
42 9 35 8 68 3 3 3 176
34 9 104 8 76 7 3 2 244
33 9 32 35 48 4 4 4 171
24 9 36 6 42 2 4 3 131
27 9 30 7 50 3 2 3 132
27 9 33 9 74 3 3 4 168
27 7 104 7 48 3 2 2 200
30 9 28 68 98 3 3 3 249
30 8 42 8 99 3 2 2 194
25 16 31 8 47 3 2 3 136
24 8 30 8 48 3 2 3 132
27 9 31 7 48 3 3 3 139
24 10 30 7 47 2 3 2 132
26 9 30 7 45 3 2 5 130
27 9 29 7 42 2 3 2 130
32 8 28 8 52 2 2 3 144
28 10 86 11 100 3 3 2 245
27 8 29 7 44 2 3 2 130
25 8 77 8 44 3 3 2 177
23 8 30 8 48 3 3 2 125
27 9 29 7 47 2 3 3 135
30 9 31 7 45 3 2 2 136
29 7 30 6 45 3 3 2 131
31 10 30 8 46 2 3 2 133
26 9 28 8 49 3 2 3 130
31 7 31 7 48 4 2 2 132
36 9 33 6 72 4 2 3 169
32 9 29 8 51 2 2 2 141
42 9 29 6 74 4 3 3 172
31 8 28 7 53 3 3 2 144
31 9 36 8 47 4 3 4 143
42 13 33 9 56 4 3 4 165
37 10 32 8 77 3 3 4 179
34 8 27 9 48 2 3 2 138
35 8 31 7 46 4 3 3 140
30 9 39 56 49 4 3 3 198
35 10 30 46 45 3 3 7 184
28 8 33 18 44 2 3 3 143
39 10 30 9 44 3 3 2 141
106 8 33 7 49 3 4 4 221
26 9 31 7 50 3 3 2 140
34 11 32 9 47 2 3 2 143
27 8 30 6 46 2 3 2 127
57 8 28 8 44 3 3 2 157
29 9 32 7 48 4 3 3 144
32 11 32 7 48 3 2 2 142
29 11 34 9 49 2 3 2 139
27 10 32 7 47 3 2 3 137
27 10 27 7 45 3 2 3 130
25 7 33 9 44 2 3 2 127
38 10 35 18 49 3 2 2 165
25 10 31 7 56 3 3 3 141
30 8 29 8 72 3 2 2 156
34 9 27 8 46 3 3 3 133
27 9 29 8 46 3 3 2 127
37 9 31 9 49 2 3 2 150
34 9 66 6 45 3 2 2 171
30 9 33 19 50 3 2 3 153
30 10 28 7 46 2 3 2 133
28 9 30 8 48 4 3 4 141
26 11 37 13 47 2 3 2 145
68 8 34 7 49 3 3 2 183
27 9 33 8 46 4 3 2 141
32 8 29 8 96 2 2 2 182
35 10 28 7 48 3 3 3 140
27 9 55 7 47 3 3 2 153
30 9 81 6 45 3 2 2 183
25 8 32 46 48 2 3 2 169
30 8 33 8 89 2 2 3 178
37 9 31 7 48 3 2 2 146
27 10 32 6 50 2 2 2 132
34 9 31 7 46 3 2 2 140
32 9 30 6 141 3 3 9 237
31 9 32 17 85 4 3 4 186
36 10 30 18 47 3 4 3 156
37 10 31 8 68 3 3 3 170
86 10 30 8 80 4 4 3 232
41 10 30 7 48 4 3 3 146
35 8 31 12 44 3 3 3 141
30 10 30 8 45 3 4 3 141
30 9 33 8 43 2 3 2 130
36 9 78 7 45 5 4 3 196
27 9 32 20 3201 2 3 3 3302
32 9 27 7 45 5 2 2 134
82 8 68 8 79 6 3 2 258
30 8 32 8 48 2 2 5 141
37 14 29 7 92 3 3 2 189
29 8 28 7 43 2 2 3 122
31 10 31 7 48 3 3 2 135
37 10 32 47 46 3 3 2 186
32 9 31 8 47 3 4 2 140
28 9 27 7 47 3 2 3 133
34 9 29 8 46 3 2 2 136
31 9 29 7 49 3 3 4 143
25 9 30 7 47 3 2 3 134
30 8 32 7 75 3 3 22 189
23 8 30 9 47 3 2 1 128
26 9 30 16 49 3 3 2 138
32 9 34 8 47 2 3 3 138
38 9 81 7 46 4 3 3 198
25 8 28 18 46 3 2 2 132
33 10 31 8 71 3 3 2 163
29 10 31 8 149 4 3 2 241
29 11 32 8 64 4 3 3 161
31 10 33 8 76 3 3 2 173
46 9 33 8 51 3 3 2 156
37 8 33 17 48 4 3 3 156
40 9 29 7 48 4 4 3 144
38 9 82 7 46 3 2 3 192
32 9 29 8 51 2 3 3 138
35 8 32 6 48 3 2 4 139
31 8 33 17 44 3 3 2 146
34 8 30 12 47 3 4 2 145
27 10 30 7 76 3 3 4 168
31 9 31 9 54 3 3 3 146
25 9 30 9 75 3 3 3 160
46 9 29 7 48 4 3 3 155
30 8 34 6 77 3 5 3 171
34 12 29 8 79 4 3 4 182
32 9 30 7 45 3 3 3 132
29 10 32 7 45 3 4 2 138
27 9 27 5 74 3 3 2 150
28 10 29 7 42 3 3 3 129
26 8 29 5 47 3 3 3 127
32 7 32 6 98 3 2 3 191
30 9 32 18 51 3 3 3 151
25 8 31 8 46 2 3 2 126
25 7 26 13 66 3 3 3 149
29 7 28 17 52 3 2 3 141
25 8 39 6 49 2 3 2 137
28 9 34 7 49 3 2 3 144
29 11 29 7 47 3 2 1 133
47 8 31 7 130 3 3 2 235
27 10 70 7 48 2 3 2 171
40 8 82 8 125 2 3 2 276
25 8 29 9 49 2 2 3 127
36 9 29 8 50 2 2 3 148
32 10 31 7 46 3 2 2 142
30 9 28 7 46 2 3 3 129
31 7 29 8 54 2 3 2 136
22 10 31 7 48 3 2 2 126
35 9 31 8 68 3 4 3 163
30 13 28 8 47 2 4 3 136
26 7 28 6 48 2 3 3 127
27 9 27 8 45 3 2 3 129
34 9 29 70 47 3 4 2 207
32 10 30 7 45 4 2 4 137
40 9 31 10 44 3 4 3 150
41 9 28 9 75 4 3 2 178
31 10 29 7 49 3 3 3 137
32 8 27 6 49 3 3 2 131
31 9 32 7 51 4 3 2 148
26 9 31 8 48 2 4 3 138
28 9 34 9 47 3 2 2 139
80 10 34 9 46 3 2 2 192
38 9 32 12 46 3 3 2 146
30 11 33 17 49 3 3 2 157
74 10 37 8 48 3 3 3 190
25 41 31 6 73 3 2 2 183
28 9 30 7 48 2 3 2 138
30 10 34 10 50 3 3 4 151
36 7 29 8 83 3 3 2 178
34 8 74 7 80 3 3 2 217
28 10 30 7 45 3 2 2 133
37 9 56 8 45 4 6 3 169
26 8 28 7 45 3 2 5 133
27 9 29 10 79 2 3 5 167
30 9 38 9 56 2 2 5 153
29 8 37 9 49 3 3 2 147
32 10 36 7 44 2 3 2 143
32 8 30 7 49 2 3 6 138
23 8 29 7 51 3 2 3 135
41 11 31 10 76 4 3 3 185
71 10 32 9 45 3 2 2 180
24 8 32 8 77 3 2 2 164
27 23 30 8 44 3 3 4 143
38 9 33 19 43 2 3 2 157
42 55 30 9 47 3 3 2 199
32 9 31 8 48 3 3 4 147
31 11 29 7 45 3 3 4 142
25 10 27 8 49 3 4 3 137
29 9 30 8 46 4 3 3 139
34 11 29 9 106 4 3 4 206
29 10 27 8 46 3 3 3 130
34 8 30 9 76 2 3 4 166
40 10 31 8 45 4 4 3 148
42 9 30 8 50 3 3 3 152
28 9 32 8 44 3 3 3 135
37 53 28 8 75 2 3 3 218
35 17 29 8 47 3 2 2 146
24 9 26 7 47 3 3 2 124
253 9 58 8 49 3 3 2 392
96 10 29 8 48 3 3 2 208
44 10 32 7 44 3 2 3 149
45 9 37 7 43 4 2 3 158
32 9 29 16 71 3 2 2 166
30 10 33 8 46 3 4 3 141
37 8 32 9 48 4 3 3 153
27 8 32 7 48 2 3 2 131
30 9 28 6 43 2 4 3 126
26 8 33 6 44 2 3 2 126
66 9 28 9 49 3 3 3 175
30 8 27 7 53 3 2 2 134
36 10 29 7 46 3 4 2 141
29 19 28 13 49 2 3 3 154
31 8 30 7 138 3 3 3 223
26 9 96 7 44 3 3 3 197
34 10 32 8 50 4 3 2 150
40 10 29 10 51 3 6 3 161
30 9 30 8 53 2 2 6 140
33 9 32 10 46 4 2 3 139
40 10 29 8 47 3 3 2 150
34 9 32 8 49 3 4 2 149
33 10 29 10 47 2 4 1 144
27 10 30 19 73 2 3 4 175
34 10 45 8 47 4 3 3 160
32 9 30 60 46 3 2 2 191
25 7 30 7 47 2 3 4 129
